"First quarter", "moon-alt-first-quarter.png"
"Full", "moon-alt-full.png"
"New", "moon-alt-new.png"
"Last quarter", "moon-alt-third-quarter.png"
"Waxing crescent", "moon-alt-waxing-crescent-5.png"
"Waning crescent", "moon-alt-waning-crescent-5.png"
"Waning gibbous", "moon-alt-waning-gibbous-6.png"
"Waxing gibbous", "moon-alt-waxing-gibbous-4.png"
